id,repo,target_file,kind,signature,base_status,base_compiles,base_files,base_secs,base_hash,new_status,new_compiles,new_files,new_secs,new_hash
checkstyle-0001,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#removeFinalVariableCandidateFromStack(DetailAST)",ok,compiles,8,15.0,50f1a0e6528f,ok,compiles,8,26.0,50f1a0e6528f
checkstyle-0002,checkstyle,com/puppycrawl/tools/checkstyle/checks/imports/AvoidStaticImportCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.imports.AvoidStaticImportCheck#isExempt(String)",ok,compiles,7,17.7,fed266485130,ok,compiles,7,22.6,fed266485130
checkstyle-0003,checkstyle,com/puppycrawl/tools/checkstyle/checks/regexp/RegexpSinglelineJavaCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.regexp.RegexpSinglelineJavaCheck#MSG_REGEXP_EXCEEDED",ok,compiles,7,20.7,21aaec2cb519,ok,compiles,7,23.2,21aaec2cb519
checkstyle-0004,checkstyle,com/puppycrawl/tools/checkstyle/utils/CheckUtil.java,method,"com.puppycrawl.tools.checkstyle.utils.CheckUtil#getSmallestIndent(Collection<String>)",ok,compiles,2,19.8,b1782fcf6334,ok,compiles,2,23.7,b1782fcf6334
checkstyle-0005,checkstyle,com/puppycrawl/tools/checkstyle/site/SearchIndexGenerator.java,field,"com.puppycrawl.tools.checkstyle.site.SearchIndexGenerator#SPACE",ok,compiles,1,20.1,285db01f00d4,ok,compiles,1,24.1,285db01f00d4
checkstyle-0006,checkstyle,com/puppycrawl/tools/checkstyle/checks/metrics/ClassFanOutComplexityCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.metrics.ClassFanOutComplexityCheck#setExcludedClasses(String...)",ok,compiles,8,23.5,5b5741d648ab,ok,compiles,8,24.5,5b5741d648ab
checkstyle-0007,checkstyle,com/puppycrawl/tools/checkstyle/checks/NoCodeInFileCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.NoCodeInFileCheck#finishTree(DetailAST)",ok,compiles,8,22.2,0b757337ac63,ok,compiles,8,20.3,0b757337ac63
checkstyle-0008,checkstyle,com/puppycrawl/tools/checkstyle/checks/metrics/JavaNCSSCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.metrics.JavaNCSSCheck#setClassMaximum(int)",ok,compiles,7,23.1,ef9618704ea5,ok,compiles,7,20.5,ef9618704ea5
checkstyle-0009,checkstyle,com/puppycrawl/tools/checkstyle/checks/header/MultiFileRegexpHeaderCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.header.MultiFileRegexpHeaderCheck#MSG_HEADER_MISMATCH",ok,compiles,9,23.2,418a640b0213,ok,compiles,9,21.2,418a640b0213
checkstyle-0010,checkstyle,com/puppycrawl/tools/checkstyle/checks/regexp/MultilineDetector.java,field,"com.puppycrawl.tools.checkstyle.checks.regexp.MultilineDetector#emptyMessage",ok,compiles,1,21.8,2e15a1674378,ok,compiles,1,20.2,2e15a1674378
checkstyle-0011,checkstyle,com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocContentLocationCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocContentLocationCheck#MSG_JAVADOC_CONTENT_FIRST_LINE",ok,compiles,7,23.5,f611549eb6ce,ok,compiles,7,23.7,f611549eb6ce
checkstyle-0012,checkstyle,com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocTag.java,field,"com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocTag#lineNo",ok,compiles,1,18.7,285177ac908d,ok,compiles,1,19.8,285177ac908d
checkstyle-0013,checkstyle,com/puppycrawl/tools/checkstyle/JavadocCommentsAstVisitor.java,method,"com.puppycrawl.tools.checkstyle.JavadocCommentsAstVisitor#create(Token)",ok,compiles,8,24.0,71a669a9f0ae,ok,compiles,8,23.9,71a669a9f0ae
checkstyle-0014,checkstyle,com/puppycrawl/tools/checkstyle/checks/whitespace/EmptyLineSeparatorCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.whitespace.EmptyLineSeparatorCheck#EmptyLineSeparatorCheck()",ok,compiles,7,20.9,8b5b12552c3e,ok,compiles,7,21.6,8b5b12552c3e
checkstyle-0015,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/UnusedLambdaParameterShouldBeUnnamedCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.UnusedLambdaParameterShouldBeUnnamedCheck.LambdaParameterDetails#LambdaParameterDetails(DetailAST,DetailAST)",ok,compiles,8,19.7,7cdb4a303fa2,ok,compiles,8,20.9,7cdb4a303fa2
checkstyle-0016,checkstyle,com/puppycrawl/tools/checkstyle/DetailAstImpl.java,method,"com.puppycrawl.tools.checkstyle.DetailAstImpl#getChildCount(int)",ok,compiles,2,19.4,73f599829489,ok,compiles,2,20.6,73f599829489
checkstyle-0017,checkstyle,com/puppycrawl/tools/checkstyle/JavadocCommentsAstVisitor.java,field,"com.puppycrawl.tools.checkstyle.JavadocCommentsAstVisitor#firstNonTightHtmlTag",ok,compiles,4,20.2,acb2311cb819,ok,compiles,4,20.3,acb2311cb819
checkstyle-0018,checkstyle,com/puppycrawl/tools/checkstyle/checks/indentation/AbstractExpressionHandler.java,method,"com.puppycrawl.tools.checkstyle.checks.indentation.AbstractExpressionHandler#getIndentCheck()",ok,compiles,8,20.7,269421139744,ok,compiles,8,19.0,269421139744
checkstyle-0019,checkstyle,com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocParagraphCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocParagraphCheck#MSG_MISPLACED_TAG",ok,compiles,8,20.5,2da3e2d1a968,ok,compiles,8,23.3,2da3e2d1a968
checkstyle-0020,checkstyle,com/puppycrawl/tools/checkstyle/checks/javadoc/IllegalBlockTagCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.javadoc.IllegalBlockTagCheck#visitJavadocToken(DetailNode)",crash,na,0,20.7,da39a3ee5e6b,crash,na,0,21.6,da39a3ee5e6b
checkstyle-0021,checkstyle,com/puppycrawl/tools/checkstyle/checks/indentation/AbstractExpressionHandler.java,method,"com.puppycrawl.tools.checkstyle.checks.indentation.AbstractExpressionHandler#getFirstAstNode(DetailAST)",ok,compiles,2,20.2,44e96659e67f,ok,compiles,2,22.8,44e96659e67f
checkstyle-0022,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/UnnecessaryParenthesesCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.coding.UnnecessaryParenthesesCheck#RELATIONAL_OPERATOR",ok,compiles,8,21.2,5972c7e0f387,ok,compiles,8,22.5,5972c7e0f387
checkstyle-0023,checkstyle,com/puppycrawl/tools/checkstyle/site/SearchIndexGenerator.java,field,"com.puppycrawl.tools.checkstyle.site.SearchIndexGenerator#entries",ok,compiles,2,17.3,357fa2c9b487,ok,compiles,2,18.8,357fa2c9b487
checkstyle-0024,checkstyle,com/puppycrawl/tools/checkstyle/PackageNamesLoader.java,field,"com.puppycrawl.tools.checkstyle.PackageNamesLoader#DTD_PUBLIC_CS_ID",ok,compiles,2,20.9,b45296eda2b8,ok,compiles,2,19.4,b45296eda2b8
checkstyle-0025,checkstyle,com/puppycrawl/tools/checkstyle/checks/imports/UnnecessaryFullyQualifiedTypeCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.imports.UnnecessaryFullyQualifiedTypeCheck#resolvesToQualifiedReference(String)",ok,fails,7,21.2,dc1f64087b41,ok,fails,7,25.3,dc1f64087b41
checkstyle-0026,checkstyle,com/puppycrawl/tools/checkstyle/api/FileContents.java,method,"com.puppycrawl.tools.checkstyle.api.FileContents#reportBlockComment(int,int,int,int)",ok,compiles,4,24.6,058e53cf4123,ok,compiles,4,23.6,058e53cf4123
checkstyle-0027,checkstyle,com/puppycrawl/tools/checkstyle/checks/whitespace/TypecastParenPadCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.whitespace.TypecastParenPadCheck#visitToken(DetailAST)",ok,compiles,11,28.8,c0f734b21b58,ok,compiles,11,26.8,c0f734b21b58
checkstyle-0028,checkstyle,com/puppycrawl/tools/checkstyle/checks/naming/ParameterNameCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.naming.ParameterNameCheck#setIgnoreOverridden(boolean)",ok,compiles,8,27.3,1b23533d46f6,ok,compiles,8,25.3,1b23533d46f6
checkstyle-0029,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/ArrayTrailingCommaCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.ArrayTrailingCommaCheck#getDefaultTokens()",crash,na,0,25.9,da39a3ee5e6b,crash,na,0,19.1,da39a3ee5e6b
checkstyle-0030,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/OneStatementPerLineCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.coding.OneStatementPerLineCheck#isInLambda",ok,compiles,7,26.4,d17ea7f595cf,ok,compiles,7,22.1,d17ea7f595cf
checkstyle-0031,checkstyle,com/puppycrawl/tools/checkstyle/checks/naming/InterfaceTypeParameterNameCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.naming.InterfaceTypeParameterNameCheck#getDefaultTokens()",crash,na,0,21.0,da39a3ee5e6b,crash,na,0,18.2,da39a3ee5e6b
checkstyle-0032,checkstyle,com/puppycrawl/tools/checkstyle/DefaultConfiguration.java,method,"com.puppycrawl.tools.checkstyle.DefaultConfiguration#addChild(Configuration)",ok,compiles,2,19.7,650d884c4c5b,ok,compiles,2,20.1,650d884c4c5b
checkstyle-0033,checkstyle,com/puppycrawl/tools/checkstyle/gui/ParseTreeTablePresentation.java,field,"com.puppycrawl.tools.checkstyle.gui.ParseTreeTablePresentation#root",ok,compiles,2,15.8,e21ee1cb1862,ok,compiles,2,16.7,e21ee1cb1862
checkstyle-0034,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/FinalLocalVariableCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck#scopeStack",ok,compiles,7,19.8,aa48e215555c,ok,compiles,7,19.2,aa48e215555c
checkstyle-0035,checkstyle,com/puppycrawl/tools/checkstyle/xpath/RootNode.java,method,"com.puppycrawl.tools.checkstyle.xpath.RootNode#createChildren()",crash,na,0,18.6,da39a3ee5e6b,crash,na,0,17.8,da39a3ee5e6b
checkstyle-0036,checkstyle,com/puppycrawl/tools/checkstyle/api/TokenTypes.java,field,"com.puppycrawl.tools.checkstyle.api.TokenTypes#MODULE_IMPORT",ok,compiles,2,20.1,2690e0a50a2b,ok,compiles,2,18.8,2690e0a50a2b
checkstyle-0037,checkstyle,com/puppycrawl/tools/checkstyle/filters/SuppressWithNearbyTextFilter.java,field,"com.puppycrawl.tools.checkstyle.filters.SuppressWithNearbyTextFilter.Suppression#firstLine",ok,compiles,5,16.7,66ab53d7f83b,ok,compiles,5,19.0,66ab53d7f83b
checkstyle-0038,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/ParameterAssignmentCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.coding.ParameterAssignmentCheck#parameterNamesStack",ok,compiles,7,23.1,46138899a247,ok,compiles,7,27.2,46138899a247
checkstyle-0039,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/IllegalTypeCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.IllegalTypeCheck#checkTypeParameters(DetailAST)",ok,compiles,11,23.6,8a00f5a3da31,ok,compiles,11,27.9,8a00f5a3da31
checkstyle-0040,checkstyle,com/puppycrawl/tools/checkstyle/utils/InlineConfigUtils.java,field,"com.puppycrawl.tools.checkstyle.utils.InlineConfigUtils#JAVA_XML_CONFIG_START",ok,compiles,1,20.7,736806fd80ad,ok,compiles,1,23.0,736806fd80ad
checkstyle-0041,checkstyle,com/puppycrawl/tools/checkstyle/checks/javadoc/MissingJavadocMethodCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.javadoc.MissingJavadocMethodCheck#getDefaultTokens()",crash,na,0,18.5,da39a3ee5e6b,crash,na,0,25.0,da39a3ee5e6b
checkstyle-0042,checkstyle,com/puppycrawl/tools/checkstyle/checks/design/DesignForExtensionCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck#canBeSubclassed(DetailAST)",ok,compiles,10,23.0,dfd10b94925b,ok,compiles,10,23.8,dfd10b94925b
checkstyle-0043,checkstyle,com/puppycrawl/tools/checkstyle/checks/DescendantTokenCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.DescendantTokenCheck#getRequiredTokens()",crash,na,0,20.7,da39a3ee5e6b,crash,na,0,19.7,da39a3ee5e6b
checkstyle-0044,checkstyle,com/puppycrawl/tools/checkstyle/TreeWalker.java,field,"com.puppycrawl.tools.checkstyle.TreeWalker#tokenToCommentChecks",crash,na,0,17.3,da39a3ee5e6b,crash,na,0,16.5,da39a3ee5e6b
checkstyle-0045,checkstyle,com/puppycrawl/tools/checkstyle/api/JavadocCommentsTokenTypes.java,field,"com.puppycrawl.tools.checkstyle.api.JavadocCommentsTokenTypes#TYPE_ARGUMENT",ok,compiles,2,21.3,8ab41a6d3ed7,ok,compiles,2,21.5,8ab41a6d3ed7
checkstyle-0046,checkstyle,com/puppycrawl/tools/checkstyle/XmlLoader.java,method,"com.puppycrawl.tools.checkstyle.XmlLoader#XmlLoader(Map<String,String>)",ok,compiles,1,22.3,1c4d38b8fbb9,ok,compiles,1,23.8,1c4d38b8fbb9
checkstyle-0047,checkstyle,com/puppycrawl/tools/checkstyle/utils/BlockCommentPosition.java,method,"com.puppycrawl.tools.checkstyle.utils.BlockCommentPosition#isOnConstructor(DetailAST)",ok,compiles,3,19.6,f9cc0dafc8a9,ok,compiles,3,20.7,f9cc0dafc8a9
checkstyle-0048,checkstyle,com/puppycrawl/tools/checkstyle/api/DetailAST.java,method,"com.puppycrawl.tools.checkstyle.api.DetailAST#findFirstToken(int)",ok,compiles,2,20.7,dea902a915f2,ok,compiles,2,23.9,dea902a915f2
checkstyle-0049,checkstyle,com/puppycrawl/tools/checkstyle/checks/indentation/ObjectBlockHandler.java,method,"com.puppycrawl.tools.checkstyle.checks.indentation.ObjectBlockHandler#getRightCurly()",ok,compiles,6,25.0,726004c1a4e7,ok,compiles,6,22.2,726004c1a4e7
checkstyle-0050,checkstyle,com/puppycrawl/tools/checkstyle/checks/blocks/RightCurlyCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.blocks.RightCurlyCheck#MSG_KEY_LINE_BREAK_BEFORE",ok,compiles,7,23.9,5e27b75beeca,ok,compiles,7,23.1,5e27b75beeca
checkstyle-0051,checkstyle,com/puppycrawl/tools/checkstyle/checks/sizes/AnonInnerLengthCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.sizes.AnonInnerLengthCheck#setMax(int)",ok,compiles,7,21.7,a3d2cab1c510,ok,compiles,7,21.6,a3d2cab1c510
checkstyle-0052,checkstyle,com/puppycrawl/tools/checkstyle/api/TokenTypes.java,field,"com.puppycrawl.tools.checkstyle.api.TokenTypes#LITERAL_INT",ok,compiles,2,22.2,a64815cb5258,ok,compiles,2,21.4,a64815cb5258
checkstyle-0053,checkstyle,com/puppycrawl/tools/checkstyle/api/DetailNode.java,method,"com.puppycrawl.tools.checkstyle.api.DetailNode#getFirstChild()",ok,compiles,1,19.8,71ce0c6ab17f,ok,compiles,1,18.4,71ce0c6ab17f
checkstyle-0054,checkstyle,com/puppycrawl/tools/checkstyle/checks/whitespace/GenericWhitespaceCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.whitespace.GenericWhitespaceCheck#MSG_WS_NOT_PRECEDED",ok,compiles,7,24.1,64954a3472ab,ok,compiles,7,23.6,64954a3472ab
checkstyle-0055,checkstyle,com/puppycrawl/tools/checkstyle/filters/SuppressionXpathFilter.java,field,"com.puppycrawl.tools.checkstyle.filters.SuppressionXpathFilter#file",ok,compiles,6,20.5,54763eda347d,ok,compiles,6,21.5,54763eda347d
checkstyle-0056,checkstyle,com/puppycrawl/tools/checkstyle/filters/SuppressionCommentFilter.java,field,"com.puppycrawl.tools.checkstyle.filters.SuppressionCommentFilter.Tag#tagType",ok,compiles,5,20.9,497b7b48ac14,ok,compiles,5,22.3,497b7b48ac14
checkstyle-0057,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/RequireThisCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck.AnonymousClassFrame#AnonymousClassFrame(AbstractFrame,String)",ok,compiles,8,26.0,4ff54d5a6def,ok,compiles,8,22.0,4ff54d5a6def
checkstyle-0058,checkstyle,com/puppycrawl/tools/checkstyle/JavadocCommentsAstVisitor.java,method,"com.puppycrawl.tools.checkstyle.JavadocCommentsAstVisitor#isJavadocTag(int)",ok,compiles,4,27.7,6c60761d25b0,ok,compiles,4,23.6,6c60761d25b0
checkstyle-0059,checkstyle,com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck#collectInheritDoc()",ok,compiles,9,25.1,38158f25a768,ok,compiles,9,22.6,38158f25a768
checkstyle-0060,checkstyle,com/puppycrawl/tools/checkstyle/checks/DescendantTokenCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.DescendantTokenCheck#setMinimumMessage(String)",ok,compiles,7,22.3,c41ec8649836,ok,compiles,7,18.9,c41ec8649836
checkstyle-0061,checkstyle,com/puppycrawl/tools/checkstyle/api/AbstractFileSetCheck.java,method,"com.puppycrawl.tools.checkstyle.api.AbstractFileSetCheck#setFileExtensions(String...)",ok,compiles,6,19.5,4799e7d4819b,ok,compiles,6,17.9,4799e7d4819b
checkstyle-0062,checkstyle,com/puppycrawl/tools/checkstyle/checks/naming/LocalVariableNameCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.naming.LocalVariableNameCheck#isForLoopVariable(DetailAST)",ok,compiles,10,20.7,929730f71559,ok,compiles,10,21.3,929730f71559
checkstyle-0063,checkstyle,com/puppycrawl/tools/checkstyle/checks/indentation/AbstractExpressionHandler.java,method,"com.puppycrawl.tools.checkstyle.checks.indentation.AbstractExpressionHandler#getParent()",ok,compiles,1,16.2,a42c2cb06346,ok,compiles,1,16.4,a42c2cb06346
checkstyle-0064,checkstyle,com/puppycrawl/tools/checkstyle/checks/whitespace/EmptyLineSeparatorCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.whitespace.EmptyLineSeparatorCheck#TOKENS_TO_CHECK_FOR_PRECEDING_COMMENTS",ok,compiles,8,21.5,a144fbb4945e,ok,compiles,8,20.7,a144fbb4945e
checkstyle-0065,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/SimplifyBooleanExpressionCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.SimplifyBooleanExpressionCheck#visitToken(DetailAST)",ok,fails,10,22.8,914e8c819842,ok,fails,10,23.3,914e8c819842
checkstyle-0066,checkstyle,com/puppycrawl/tools/checkstyle/JavadocCommentsAstVisitor.java,method,"com.puppycrawl.tools.checkstyle.JavadocCommentsAstVisitor#buildImaginaryNode(int,ParserRuleContext)",ok,compiles,6,19.3,df79f84258bc,ok,compiles,6,19.5,df79f84258bc
checkstyle-0067,checkstyle,com/puppycrawl/tools/checkstyle/XmlLoader.java,field,"com.puppycrawl.tools.checkstyle.XmlLoader#parser",ok,compiles,1,18.4,c99a35381e1e,ok,compiles,1,19.8,c99a35381e1e
checkstyle-0068,checkstyle,com/puppycrawl/tools/checkstyle/site/SearchIndexGenerator.java,field,"com.puppycrawl.tools.checkstyle.site.SearchIndexGenerator#DOC_EXTENSION",ok,compiles,1,17.3,9d93e7ff208a,ok,compiles,1,16.2,9d93e7ff208a
checkstyle-0069,checkstyle,com/puppycrawl/tools/checkstyle/checks/naming/LambdaParameterNameCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.naming.LambdaParameterNameCheck#getDefaultTokens()",crash,na,0,18.7,da39a3ee5e6b,crash,na,0,18.3,da39a3ee5e6b
checkstyle-0070,checkstyle,com/puppycrawl/tools/checkstyle/checks/naming/MemberNameCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.naming.MemberNameCheck#MemberNameCheck()",ok,compiles,9,20.7,b4814493f86d,ok,compiles,9,20.4,b4814493f86d
checkstyle-0071,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/ModifiedControlVariableCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.ModifiedControlVariableCheck#findChildrenOfExpressionType(DetailAST)",ok,compiles,10,22.6,dc6267aa81c5,ok,compiles,10,22.4,dc6267aa81c5
checkstyle-0072,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/MagicNumberCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.MagicNumberCheck#setIgnoreHashCodeMethod(boolean)",ok,compiles,7,19.8,eb4646d68bbc,ok,compiles,7,20.3,eb4646d68bbc
checkstyle-0073,checkstyle,com/puppycrawl/tools/checkstyle/gui/TreeTable.java,method,"com.puppycrawl.tools.checkstyle.gui.TreeTable#setRowHeight(int)",ok,compiles,2,22.5,e3f3c5c1997e,ok,compiles,2,20.9,e3f3c5c1997e
checkstyle-0074,checkstyle,com/puppycrawl/tools/checkstyle/checks/naming/AbbreviationAsWordInNameCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.naming.AbbreviationAsWordInNameCheck#getDefaultTokens()",crash,na,0,19.4,da39a3ee5e6b,crash,na,0,19.0,da39a3ee5e6b
checkstyle-0075,checkstyle,com/puppycrawl/tools/checkstyle/SarifLogger.java,field,"com.puppycrawl.tools.checkstyle.SarifLogger#A_QUOTE_PATTERN",ok,compiles,5,19.4,2e68d9686d3d,ok,compiles,5,21.4,2e68d9686d3d
checkstyle-0076,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/UnnecessarySemicolonInTryWithResourcesCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.UnnecessarySemicolonInTryWithResourcesCheck#getDefaultTokens()",crash,na,0,20.8,da39a3ee5e6b,crash,na,0,22.0,da39a3ee5e6b
checkstyle-0077,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/StringLiteralEqualityCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.coding.StringLiteralEqualityCheck#MSG_KEY",ok,compiles,7,25.3,d97a53fe23df,ok,compiles,7,27.2,d97a53fe23df
checkstyle-0078,checkstyle,com/puppycrawl/tools/checkstyle/api/TokenTypes.java,field,"com.puppycrawl.tools.checkstyle.api.TokenTypes#LITERAL_CLASS",ok,compiles,2,23.0,7ec82489d52f,ok,compiles,2,21.1,7ec82489d52f
checkstyle-0079,checkstyle,com/puppycrawl/tools/checkstyle/checks/design/DesignForExtensionCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck#canBeOverridden(DetailAST)",ok,compiles,12,26.8,c1cb883d0fd3,ok,compiles,12,23.6,c1cb883d0fd3
checkstyle-0080,checkstyle,com/puppycrawl/tools/checkstyle/checks/whitespace/EmptyLineSeparatorCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.whitespace.EmptyLineSeparatorCheck#hasEmptyLineBefore(DetailAST)",ok,compiles,9,23.9,b8b236874955,ok,compiles,9,24.5,b8b236874955
checkstyle-0081,checkstyle,com/puppycrawl/tools/checkstyle/checks/naming/GoogleMethodNameCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.naming.GoogleMethodNameCheck#getRequiredTokens()",crash,na,0,23.0,da39a3ee5e6b,crash,na,0,21.1,da39a3ee5e6b
checkstyle-0082,checkstyle,com/puppycrawl/tools/checkstyle/checks/whitespace/SeparatorWrapCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.whitespace.SeparatorWrapCheck#MSG_LINE_NEW",ok,compiles,7,23.5,2c3e354dbba5,ok,compiles,7,21.4,2c3e354dbba5
checkstyle-0083,checkstyle,com/puppycrawl/tools/checkstyle/api/JavadocCommentsTokenTypes.java,field,"com.puppycrawl.tools.checkstyle.api.JavadocCommentsTokenTypes#COMMA",ok,compiles,2,20.7,475522956b53,ok,compiles,2,20.0,475522956b53
checkstyle-0084,checkstyle,com/puppycrawl/tools/checkstyle/checks/header/RegexpHeaderCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.header.RegexpHeaderCheck#isMultiLine(int)",ok,compiles,10,21.8,c59b269879f9,ok,compiles,10,22.1,c59b269879f9
checkstyle-0085,checkstyle,com/puppycrawl/tools/checkstyle/checks/whitespace/ArrayBracketNoWhitespaceCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.whitespace.ArrayBracketNoWhitespaceCheck#findNextToken(DetailAST)",ok,compiles,9,22.7,65920a58b264,ok,compiles,9,23.2,65920a58b264
checkstyle-0086,checkstyle,com/puppycrawl/tools/checkstyle/api/JavadocCommentsTokenTypes.java,field,"com.puppycrawl.tools.checkstyle.api.JavadocCommentsTokenTypes#RPAREN",ok,compiles,2,21.0,5946f9dcbe4d,ok,compiles,2,21.8,5946f9dcbe4d
checkstyle-0087,checkstyle,com/puppycrawl/tools/checkstyle/filters/XpathFilterElement.java,field,"com.puppycrawl.tools.checkstyle.filters.XpathFilterElement#xpathQuery",ok,compiles,2,20.8,67c33b78c120,ok,compiles,2,21.6,67c33b78c120
checkstyle-0088,checkstyle,com/puppycrawl/tools/checkstyle/SuppressionsStringPrinter.java,field,"com.puppycrawl.tools.checkstyle.SuppressionsStringPrinter#LINE_SEPARATOR",ok,compiles,1,21.3,1f592a7c63a8,ok,compiles,1,22.5,1f592a7c63a8
checkstyle-0089,checkstyle,com/puppycrawl/tools/checkstyle/checks/design/OneTopLevelClassCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.design.OneTopLevelClassCheck#isPublic(DetailAST)",ok,compiles,10,24.2,68dac04da4c8,ok,compiles,10,23.6,68dac04da4c8
checkstyle-0090,checkstyle,com/puppycrawl/tools/checkstyle/checks/coding/OverloadMethodsDeclarationOrderCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.coding.OverloadMethodsDeclarationOrderCheck#getDefaultTokens()",crash,na,0,23.5,da39a3ee5e6b,crash,na,0,21.7,da39a3ee5e6b
checkstyle-0091,checkstyle,com/puppycrawl/tools/checkstyle/checks/imports/UnnecessaryFullyQualifiedTypeCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.imports.UnnecessaryFullyQualifiedTypeCheck#resolveViaOnDemandImport(String)",ok,compiles,8,24.4,4e5982bd8096,ok,compiles,8,25.9,4e5982bd8096
checkstyle-0092,checkstyle,com/puppycrawl/tools/checkstyle/checks/sizes/LineLengthCheck.java,field,"com.puppycrawl.tools.checkstyle.checks.sizes.LineLengthCheck#max",ok,compiles,8,23.7,52122511402d,ok,compiles,8,24.7,52122511402d
checkstyle-0093,checkstyle,com/puppycrawl/tools/checkstyle/site/SearchIndexGenerator.java,field,"com.puppycrawl.tools.checkstyle.site.SearchIndexGenerator#BODY",ok,compiles,1,24.2,7daae7f0d103,ok,compiles,1,23.1,7daae7f0d103
checkstyle-0094,checkstyle,com/puppycrawl/tools/checkstyle/checks/imports/AvoidStaticImportCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.imports.AvoidStaticImportCheck#getRequiredTokens()",crash,na,0,23.2,da39a3ee5e6b,crash,na,0,23.1,da39a3ee5e6b
checkstyle-0095,checkstyle,com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocParamOrderCheck.java,method,"com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocParamOrderCheck#getDefaultJavadocTokens()",crash,na,0,24.0,da39a3ee5e6b,crash,na,0,23.8,da39a3ee5e6b
